run_id,method,model_name,dataset,task_type,rank,alpha,dropout,seed,epoch,step,eval_loss,accuracy,macro_f1,weighted_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,source,implementation,is_final_only,rank_label,method_rank
lora_r8_seed98_1781725591,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,98,4.0,5200,0.6669882535934448,0.7984615384615384,0.7971744292728892,0.7971744292728893,1.9597,1326.756,41.844,notebook_cell_7_section_6,custom,False,8,lora / 8
lora_r8_seed98_1781725591,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,98,5.0,6500,0.6667429804801941,0.796923076923077,0.7959970368450461,0.7959970368450461,1.939,1340.87,42.289,notebook_cell_7_section_6,custom,False,8,lora / 8
lora_r8_seed99_1781727165,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,99,1.0,1300,0.7468889951705933,0.7769230769230769,0.7759778885290368,0.7759778885290366,1.9606,1326.125,41.824,notebook_cell_7_section_11,custom,False,8,lora / 8
lora_r8_seed99_1781727165,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,99,2.0,2600,0.7208834290504456,0.7826923076923077,0.7818687466173107,0.7818687466173104,2.0553,1265.037,39.897,notebook_cell_7_section_11,custom,False,8,lora / 8
lora_r8_seed99_1781727165,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,99,3.0,3900,0.6774110794067383,0.7973076923076923,0.7959371978300498,0.7959371978300499,1.9218,1352.872,42.667,notebook_cell_7_section_11,custom,False,8,lora / 8
lora_r8_seed99_1781727165,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,99,4.0,5200,0.6794918775558472,0.795,0.7939822066647213,0.7939822066647212,1.9327,1345.292,42.428,notebook_cell_7_section_11,custom,False,8,lora / 8
lora_r8_seed99_1781727165,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,99,5.0,6500,0.6731037497520447,0.796923076923077,0.79681480703884,0.7968148070388399,1.9408,1339.67,42.251,notebook_cell_7_section_11,custom,False,8,lora / 8
official_lora_r8_seed97_1781761112,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,97,5.0,6500,,0.7996153846153846,0.7991414998603218,0.7991414998603217,,,,official_final_only,official,True,8,lora / 8
official_lora_r8_seed98_1781762789,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,98,5.0,6500,,0.7946153846153846,0.7935328838128,0.7935328838128,,,,official_final_only,official,True,8,lora / 8
official_lora_r8_seed99_1781764666,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,99,5.0,6500,,0.796923076923077,0.7967250870079011,0.7967250870079009,,,,official_final_only,official,True,8,lora / 8
